"","evaporation_m","date"
"1",0.0000161662604659796,2015-01-01
"2",0.0000131605779752135,2015-01-02
"3",0.000015790643170476,2015-01-03
"4",0.0000203431397676468,2015-01-04
"5",0.0000278148502111435,2015-01-05
"6",0.0000341448970139027,2015-01-06
"7",0.0000287016909569502,2015-01-07
"8",0.000028346985578537,2015-01-08
"9",0.000027139313519001,2015-01-09
"10",0.0000175662972033024,2015-01-10
"11",0.000021682184189558,2015-01-11
"12",0.0000353097505867481,2015-01-12
"13",0.0000420398265123367,2015-01-13
"14",0.0000414992682635784,2015-01-14
"15",0.0000338150039315224,2015-01-15
"16",0.0000364413447678089,2015-01-16
"17",0.0000424311831593513,2015-01-17
"18",0.0000441305860877037,2015-01-18
"19",0.0000404715873301029,2015-01-19
"20",0.0000412240289151669,2015-01-20
"21",0.0000535552054643631,2015-01-21
"22",0.0000385857224464416,2015-01-22
"23",0.0000392370000481606,2015-01-23
"24",0.0000529962480068207,2015-01-24
"25",0.0000479445792734623,2015-01-25
"26",0.0000550705976784229,2015-01-26
"27",0.000074924074113369,2015-01-27
"28",0.000040795624256134,2015-01-28
"29",0.0000698883086442947,2015-01-29
"30",0.000056582186371088,2015-01-30
"31",0.0000667823478579521,2015-01-31
"32",0.0000700149834156036,2015-02-01
"33",0.0000636769980192184,2015-02-02
"34",0.0000625724792480469,2015-02-03
"35",0.0000632311329245567,2015-02-04
"36",0.000073160246014595,2015-02-05
"37",0.0000845740661025047,2015-02-06
"38",0.0000587306544184685,2015-02-07
"39",0.0000495781861245632,2015-02-08
"40",0.0000685975328087807,2015-02-09
"41",0.0000640600100159645,2015-02-10
"42",0.0000640559419989586,2015-02-11
"43",0.0000529703982174397,2015-02-12
"44",0.0000663620606064796,2015-02-13
"45",0.0000525061935186386,2015-02-14
"46",0.0000615149699151516,2015-02-15
"47",0.0000637588798999786,2015-02-16
"48",0.0000544510632753372,2015-02-17
"49",0.0000505462326109409,2015-02-18
"50",0.0000470886528491974,2015-02-19
"51",0.0000585432127118111,2015-02-20
"52",0.0000550251752138138,2015-02-21
"53",0.0000325693376362324,2015-02-22
"54",0.000138646453619003,2015-02-23
"55",0.0000925229787826538,2015-02-24
"56",0.0000907181724905968,2015-02-25
"57",0.0000847594738006592,2015-02-26
"58",0.0000689941123127937,2015-02-27
"59",0.0000595724694430828,2015-02-28
"60",0.000029214384034276,2015-03-01
"61",0.0000746731236577034,2015-03-02
"62",0.0000663096606731415,2015-03-03
"63",0.000105113826692104,2015-03-04
"64",0.0000752537548542023,2015-03-05
"65",0.000092390164732933,2015-03-06
"66",0.0000947573557496071,2015-03-07
"67",0.0000791267529129982,2015-03-08
"68",0.0000913740023970604,2015-03-09
"69",0.0000805293619632721,2015-03-10
"70",0.0000863927900791168,2015-03-11
"71",0.0000994364619255066,2015-03-12
"72",0.000079429380595684,2015-03-13
"73",0.0000641905814409256,2015-03-14
"74",0.0000684931948781014,2015-03-15
"75",0.0000697653219103813,2015-03-16
"76",0.0000677969381213188,2015-03-17
"77",0.0000593059100210667,2015-03-18
"78",0.0000697502121329308,2015-03-19
"79",0.0000603546127676964,2015-03-20
"80",0.0000574919432401657,2015-03-21
"81",0.0000560514517128468,2015-03-22
"82",0.0000545111820101738,2015-03-23
"83",0.0000497248433530331,2015-03-24
"84",0.0000524058528244495,2015-03-25
"85",0.0000471889339387417,2015-03-26
"86",0.0000416292734444141,2015-03-27
"87",0.0000446164235472679,2015-03-28
"88",0.0000406223461031914,2015-03-29
"89",0.0000412528999149799,2015-03-30
"90",0.0000438350364565849,2015-03-31
"91",0.0000386840812861919,2015-04-01
"92",0.0000380086377263069,2015-04-02
"93",0.0000294956658035517,2015-04-03
"94",0.0000290380865335464,2015-04-04
"95",0.0000358336120843887,2015-04-05
"96",0.0000338339805603027,2015-04-06
"97",0.0000302504263818264,2015-04-07
"98",0.0000264380779117346,2015-04-08
"99",0.0000238777473568916,2015-04-09
"100",0.0000265357960015535,2015-04-10
"101",0.0000280669555068016,2015-04-11
"102",0.000028781570494175,2015-04-12
"103",0.0000278096310794353,2015-04-13
"104",0.0000308546759188175,2015-04-14
"105",0.0000281873773783445,2015-04-15
"106",0.0000228128656744957,2015-04-16
"107",0.0000232192687690258,2015-04-17
"108",0.0000238034967333078,2015-04-18
"109",0.0000216046143323183,2015-04-19
