"","month","Precip_m3","Evap_m3","Inflow_m3","Outflow_m3"
"1",2006-01-01,24.011797195237,785399.974122725,600660586.23047,621412287.890625
"2",2006-02-01,18.0391777142686,611680.179030985,494592512.695312,569534076.5625
"3",2006-03-01,171.652480585515,944589.047429616,423422532.421875,479107091.16211
"4",2006-04-01,197.477461656674,1191518.35363121,972934615.283204,636381078.66211
"5",2006-05-01,44.0157306936801,919168.103426343,1156419423.63281,798961656.445312
"6",2006-06-01,62.8099045271129,930512.192845442,1336414201.17188,935890624.511718
"7",2006-07-01,852.979481732689,1315952.20707436,2099776637.10937,1241423041.11328
"8",2006-08-01,18.895255374487,1089254.10791721,1668265200,1072495856.25
"9",2006-09-01,14.7889661051913,747641.499776721,1960438601.95312,1407972000.58594
"10",2006-10-01,227.125865398471,934408.097556651,1510537354.10156,1169847670.60547
"11",2006-11-01,86.7284124531316,1136617.34913782,1501977942.77344,1207426001.66016
"12",2006-12-01,281.474939106991,1291403.65494284,1882438375.78125,1561277744.82422
"13",2007-01-01,171.393042567864,1258461.01767741,1473470172.07031,1293180303.51562
"14",2007-02-01,112.041773440338,1306250.70427616,1463915151.5625,1330672477.14844
"15",2007-03-01,57.6253997358167,1188664.08339687,1396189290.23438,1358557175.39062
"16",2007-04-01,144.176232689889,1081870.29395677,1698688810.54688,1716668173.82812
"17",2007-05-01,0.277304210982554,419268.807418531,1319510366.01563,1373703938.08594
"18",2007-06-01,0.188776543658054,378915.147426167,1440762060.9375,1358646950.39063
"19",2007-07-01,20.9310611180811,505452.836582355,1994895738.28125,1708090637.69531
"20",2007-08-01,15.6941274049504,689072.595900289,1500914337.89062,1375168171.28906
"21",2007-09-01,1.71616473320682,428170.557417882,1700341379.29687,1711978832.8125
"22",2007-10-01,114.458629523244,725792.500958521,1151695826.36719,1348410348.63281
"23",2007-11-01,0.775232128620319,732401.305285446,1043382196.58203,1313678128.71094
"24",2007-12-01,86.0480566264037,1107819.82464052,1201652273.14453,1589587674.60938
"25",2008-01-01,84.9876031578788,1001834.45030905,854998181.542969,1204678211.13281
"26",2008-02-01,106.573033302571,1096629.39913104,756663493.359375,1103046414.25781
"27",2008-03-01,73.0329227832158,903870.744764838,898445627.050781,1186046354.88281
"28",2008-04-01,0.737416461964914,423030.245837672,901432916.015625,899612775.878906
"29",2008-05-01,1.94237826299233e-06,513402.334327223,970763874.609375,877868971.875
"30",2008-06-01,0.181933333623119,475121.24098912,1406367069.43359,1181236378.71094
"31",2008-07-01,3.32362097616124,649163.551739715,1037526740.33203,964181358.984375
"32",2008-08-01,5.20059907843256,824559.550591848,706532738.378906,833938155.175781
"33",2008-09-01,68.744237923015,847227.850621074,547735602.832031,712137086.71875
"34",2008-10-01,48.6666033700431,760747.126951266,273465821.118165,375419559.375
"35",2008-11-01,72.2163668633894,1129945.00447036,232817089.086914,267627169.995117
"36",2008-12-01,234.657468500434,1115267.07427448,419106812.475586,321101406.958008
"37",2009-01-01,206.590721619402,1073097.85730505,640273408.154297,386126898.486329
"38",2009-02-01,148.176703414585,1141944.74348554,946945555.664063,655030921.289062
"39",2009-03-01,134.335384232695,1261277.31371712,1074512877.53906,906658230.761719
"40",2009-04-01,61.2067451073542,846523.859825967,1374341702.34375,1258981344.14063
"41",2009-05-01,1.54931450385587,490669.6232317,1140164925.29297,1015084448.4375
"42",2009-06-01,0.045457629488411,389164.550196274,1204762079.88281,1012601571.67969
"43",2009-07-01,0.015659305704636,438618.870035017,1433443091.30859,1263557672.75391
"44",2009-08-01,22.9423577831513,952742.04115543,829111401.5625,934669267.382812
"45",2009-09-01,12.6622419944943,529257.419153898,689484892.236328,836840781.738281
"46",2009-10-01,120.971763911912,976188.996399445,486918014.501953,518239098.193359
"47",2009-11-01,76.0679085714419,973487.444674583,380473482.128906,429294849.169922
"48",2009-12-01,72.5026106306791,969702.508469745,428393896.875,457040445.996094
"49",2010-01-01,116.307718922768,1113482.87805902,337852505.566406,339643898.876953
"50",2010-02-01,193.621795861211,1126337.27077005,390041708.642578,350621365.86914
"51",2010-03-01,26.1018475894093,826583.964950943,497521652.783203,403453168.945313
"52",2010-04-01,106.652181264311,864811.914284769,829484196.679688,595310298.925781
"53",2010-05-01,55.4275672400823,976526.613923975,951495583.007813,601991827.294922
"54",2010-06-01,23.4294992197511,408557.44147386,1187622363.86719,795634610.449219
"55",2010-07-01,0.153405907628281,486307.528243148,1545957836.71875,1142886469.92188
"56",2010-08-01,3.1651061956386,899705.203591519,1115491935.05859,926434035.351563
"57",2010-09-01,0.00631409274926677,518481.600813446,996333027.539062,1095401345.80078
"58",2010-10-01,74.3856091933595,653858.515275066,561051861.767578,684018427.148437
"59",2010-11-01,69.9579286469161,1094255.55887573,466659946.142578,543815043.310546
"60",2010-12-01,121.629660262148,1069987.24247749,761420534.765625,647656875.878906
"61",2011-01-01,77.9107275857084,1043489.41856219,719478186.328125,610272915.820312
"62",2011-02-01,193.339313262804,1086302.55846294,595524151.31836,633450258.984375
"63",2011-03-01,205.58252550858,1057080.28668528,634005160.400391,630931649.414062
"64",2011-04-01,97.1492294559411,1090012.63175023,961756031.25,845803903.710938
"65",2011-05-01,81.3780115673715,1063250.28680186,1053078856.34766,801765427.148438
"66",2011-06-01,80.1655602633572,987201.814458528,1238038759.86328,890470048.535156
"67",2011-07-01,671.369851071262,1050803.89105561,1736964485.15625,1159627495.60547
"68",2011-08-01,13.2811545793975,873540.250712048,1293574250.39063,962684383.007813
"69",2011-09-01,0.0108775288340368,666274.620184389,1611807319.33594,1231228023.04688
"70",2011-10-01,235.813346695715,735439.669046604,1228528202.34375,1007193809.17969
"71",2011-11-01,48.9163006303906,1278367.71314027,1180838925,1026853795.89844
"72",2011-12-01,50.8701719138917,1234294.08410478,1446143743.65234,1306093451.66016
"73",2012-01-01,191.551069031669,1343608.66162877,1051981659.66797,1056240195.11719
"74",2012-02-01,166.782622792944,1272601.77206271,957727858.007812,1053684929.88281
"75",2012-03-01,104.263104310114,1079459.87554889,1494061316.01563,1329691301.36719
"76",2012-04-01,74.6939327841984,968180.335141572,1112515406.54297,1076899666.99219
"77",2012-05-01,0.000356475188555028,529080.544093145,1136757148.24219,1072336812.01172
"78",2012-06-01,12.3988603482703,532676.284811432,1690271112.30469,1347336444.72656
"79",2012-07-01,74.292942807484,1012929.40857311,1355095116.21094,1094444644.04297
"80",2012-08-01,10.8104179005447,1160780.31042005,1342851829.10156,1104619968.45703
"81",2012-09-01,61.3605627558936,1281099.87990996,1740416909.76562,1405034933.20312
"82",2012-10-01,193.031845000651,996437.175402919,1296954175.78125,1142497654.10156
"83",2012-11-01,246.680265474165,1274901.86863286,1313600793.75,1160510406.15234
"84",2012-12-01,127.133359174675,1130112.6974894,1828214718.75,1498921107.71484
"85",2013-01-01,424.839912537639,1207467.93272902,1481258264.0625,1250106225.29297
"86",2013-02-01,240.917966046884,1194834.19953485,1538763544.33594,1321187741.01562
"87",2013-03-01,102.931505299958,1375959.1631344,1552244080.07812,1393620440.625
"88",2013-04-01,134.216329420746,1122141.9255821,1851316646.48438,1807416782.22656
"89",2013-05-01,18.427442332596,874044.336650542,1459492625.39063,1470548313.28125
"90",2013-06-01,91.8981970710283,991025.273908696,1577378939.0625,1478657557.61719
"91",2013-07-01,34.5526840620783,922893.17475311,2081139575.97656,1870243630.66406
"92",2013-08-01,128.923550418604,1195601.27445399,1568544776.36719,1505393158.00781
"93",2013-09-01,29.9935832807358,826318.915445594,1849260127.14844,1879909319.53125
"94",2013-10-01,170.568000699008,908145.401988597,1375029079.10156,1493983316.60156
"95",2013-11-01,58.8256824827204,1247506.60800749,1199608544.53125,1474977520.89844
"96",2013-12-01,175.066352571227,1054074.83015952,1406759521.28906,1801773729.49219
"97",2014-01-01,129.999221872991,1115682.95493455,1016987885.15625,1399713992.57813
"98",2014-02-01,108.324107924464,929757.230821946,879336582.714844,1353284776.75781
"99",2014-03-01,252.268271241129,1276846.052535,882231125.097656,1290325074.60937
"100",2014-04-01,63.2427746555577,885458.755997573,1373166210.9375,1591676789.0625
"101",2014-05-01,7.09747221725227,773317.680332427,1092059331.15234,1245942466.69922
"102",2014-06-01,0.0422019204601075,316436.91166005,1177620627.83203,1216598980.07812
"103",2014-07-01,464.955924234188,895964.911152605,1532401479.49219,1489442573.14453
"104",2014-08-01,214.300462422298,1803889.68019228,1393141443.75,1181392026.85547
"105",2014-09-01,170.745449014807,1191491.4183958,1923239821.28906,1512528960.05859
"106",2014-10-01,433.117440978315,1639351.32201527,1955724713.08594,1289238066.21094
"107",2014-11-01,152.900630833953,1322937.21478386,1891798637.69531,1382252755.07812
"108",2014-12-01,71.9195207528951,1014248.14963237,2378537240.625,1835421303.51562
"109",2015-01-01,52.0324224288448,1154588.8656465,1890103617.77344,1548334843.94531
"110",2015-02-01,41.61484724599,1031797.19791498,1785479382.42187,1599419550.58594
"111",2015-03-01,239.766177160533,1440199.10570645,1740400224.60938,1634938076.95312
"112",2015-04-01,96.595585745622,1067735.76721614,2317685589.84375,2120455045.89844
"113",2015-05-01,11.6915772473094,754041.732129318,1815920933.20312,1729778387.69531
"114",2015-06-01,20.5981514704099,583603.70565616,1876774282.03125,1743786683.78906
"115",2015-07-01,140.993038483476,902403.779032782,2490885632.8125,2204542327.14844
"116",2015-08-01,403.659157506093,2009909.53648257,2139790115.03906,1796719234.57031
"117",2015-09-01,20.3664068903509,1234502.15799247,2941537158.98437,2346405321.09375
"118",2015-10-01,2.36994712379941,617695.925360997,2029966201.75781,1938138890.625
"119",2015-11-01,29.5116010642451,838950.336752495,1831083975,1947311075.39062
"120",2015-12-01,68.3612209989206,877236.248926085,2152246285.54688,2421244411.52344
"121",2016-01-01,43.2900791713582,1005309.91171758,1544646612.30469,1908223402.14844
"122",2016-02-01,273.741532567323,876950.991715335,1236938167.08984,1846900211.13281
"123",2016-03-01,130.305642542583,1364621.2381395,1297579020.11719,2178989785.54687
"124",2016-04-01,89.932848598216,947564.210532937,1208224785.05859,1646941865.625
"125",2016-05-01,35.9949394634186,823227.345036009,1435911147.07031,1599263662.5
"126",2016-06-01,3.75624569309411,546818.800215859,2155748839.45312,1965478294.33594
"127",2016-07-01,52.7049808913362,851164.370845006,1944540601.17188,1595766534.96094
"128",2016-08-01,76.2665632470908,1523609.02452303,1925166513.86719,1624756144.92188
"129",2016-09-01,79.4253630421007,676117.320526897,2302363411.52344,2064821788.47656
"130",2016-10-01,38.7809768199841,919973.342853185,1684474164.84375,1664063936.71875
"131",2016-11-01,177.685038866903,1215924.75752602,1514943305.85938,1654786694.53125
"132",2016-12-01,159.11096282456,1141844.09811591,1541653712.40234,2013363622.26562
"133",2017-01-01,216.915678409592,1043545.19383103,1191888706.64062,1541169824.41406
"134",2017-02-01,555.313044163656,1247076.70869477,1247911555.07813,1503011536.52344
"135",2017-03-01,97.9989064207409,1328989.88058654,1493317239.25781,1547130707.22656
"136",2017-04-01,41.4221622454388,873206.284013866,1979099620.3125,1977298472.46094
"137",2017-05-01,51.8935615637795,1024567.53561328,1566656991.21094,1582947573.04687
"138",2017-06-01,21.3959744496642,858974.107468332,1640423838.86719,1575823786.52344
"139",2017-07-01,1240.68585807817,1704488.83672293,2212270433.78906,1969844341.99219
"140",2017-08-01,296.92127217284,1604599.46777209,2546126567.57812,1688904959.76562
"141",2017-09-01,108.742057939632,1000466.6584909,2961291276.5625,2296062070.3125
"142",2017-10-01,521.224791627528,1535328.91386765,2215182953.32031,1918019471.48437
"143",2017-11-01,33.2619988045999,1346460.53824844,2184263882.22656,1980408334.57031
"144",2017-12-01,79.4354025268986,989095.470151292,2334073624.80469,2505194261.71875
"145",2018-01-01,4.3970392464903,1111123.343501,1448885591.01563,1961412800.97656
"146",2018-02-01,58.5393930232021,668292.040366887,1058194407.12891,1856807834.76563
"147",2018-03-01,42.1544765386679,656586.369115268,744046691.308594,1589794208.78906
"148",2018-04-01,55.7345048575772,885749.443885033,750675349.511719,1401463017.77344
"149",2018-05-01,70.2726287774094,822155.05153843,1198983681.73828,951933568.359375
"150",2018-06-01,0.49840990622904,459153.249821607,1578070191.79687,1246545439.45313
"151",2018-07-01,27.20074032867,783285.670327271,1912974389.64844,1772732624.41406
"152",2018-08-01,149.207397854845,1588702.41613382,1364453790.82031,1386678861.91406
"153",2018-09-01,20.1581597570566,1278081.53449864,1707144124.21875,1672011792.77344
"154",2018-10-01,81.1152112419795,1049680.87929855,1334390203.125,1343825437.5
"155",2018-11-01,0.672347411016116,861516.451254726,1497822822.07031,1381829646.09375
"156",2018-12-01,99.9215326599356,858119.160242355,1863905264.64844,1804739146.875
"157",2019-01-01,256.364467402741,1170394.70760166,1324380530.56641,1442725335.35156
"158",2019-02-01,21.3938906512194,906766.529783884,1080157277.63672,1355574666.79687
"159",2019-03-01,41.32375282665,945750.554348727,896769820.898437,1135376802.24609
"160",2019-04-01,97.660650054756,1074953.10065726,1003635607.32422,1155972246.67969
"161",2019-05-01,21.627443421186,893301.555500573,1325159380.37109,925480655.859375
"162",2019-06-01,0.513557389794149,395742.118215019,1563745505.27344,1118797423.24219
"163",2019-07-01,8.37308733378518,587236.20432116,2047062506.83594,1637004673.82812
"164",2019-08-01,48.9380480939084,1113445.61909937,1556249218.94531,1383608940.82031
"165",2019-09-01,36.5531762613155,959666.452334399,1791863005.07812,1715655030.46875
"166",2019-10-01,102.031143139355,706287.286277229,1135895149.51172,1271331552.83203
"167",2019-11-01,74.5157080643075,957212.099233382,880099799.414063,1096067736.91406
